Date,South Influent Flow,Vista Guage Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),South Manhole Level (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
9/15/17,14.37,4.501406262,4375.401296,4.458854,4375.358716,8.839207761,366,73.1,527,0,0,0
9/16/17,12.20,4.482343704,4375.382294,4.492188,4375.39209,8.461808132,364,70.6,517,0,0,0
9/17/17,13.27,4.474513847,4375.374459,4.492188,4375.39209,9.117160289,347,71.7,507,0,0,0
9/18/17,12.78,4.4777083,4375.377645,4.5,4375.399902,10.42612353,360,67,512,0,0,0
9/19/17,14.31,4.540972319,4375.440776,4.761111,4375.66095,10.02376918,380,65.3,536,0,0,0
9/20/17,12.70,4.434735908,4375.334646,4.685211,4375.585145,10.38853241,347,67.4,493,0,0,0
9/21/17,13.44,4.538628472,4375.438531,4.559201,4375.459169,9.675047187,368,73.1,544,0.09,0,0
9/22/17,13.07,4.570625042,4375.470484,4.528819,4375.42875,12.14526476,383,80.3,546,0,0,0
9/23/17,13.25,4.553489645,4375.453328,4.6,4375.5,10.19875589,380,78.2,547,0,0,0
9/24/17,13.58,4.598281232,4375.498202,4.592014,4375.492014,9.967696091,387,78.4,560,0,0,0
9/25/17,13.68,4.558489601,4375.458374,4.526736,4375.426672,9.209639907,381,75.3,544,0,0,0
9/26/17,13.79,4.49333338,4375.393188,4.46875,4375.368652,9.097029059,395,66.8,551,0,0,0
9/27/17,12.22,4.458229182,4375.358116,4.492188,4375.39209,9.975118591,395,65.7,547,0,0,0
9/28/17,13.92,4.430694395,4375.330648,4.484375,4375.384277,9.765874387,384,67.6,541,0,0,0
9/29/17,12.54,4.384965309,4375.284836,4.422396,4375.32223,10.6910714,379,63.3,522,0,0,0
9/30/17,12.59,4.333055612,4375.2329,4.325521,4375.22526,9.863719696,354,63.8,498,0,0,0
10/1/17,13.88,4.251284714,4375.151195,4.292535,4375.192242,9.556127456,337,65.8,470,0,0,0
10/2/17,13.84,4.106892393,4375.006762,4.128646,4375.028659,9.174205673,287,54.9,399,0,0,0
10/3/17,13.21,4.054652845,4374.954507,4.014931,4374.914868,8.692861628,289,45.1,382,0,0,0
10/4/17,12.23,4.052274355,4374.952126,4.058507,4374.958473,11.31477411,278,59.2,380,0,0,0
10/5/17,14.10,4.050138937,4374.949992,4.033681,4374.933616,8.965300532,265,61.3,379,0,0,0
10/6/17,13.11,4.04458341,4374.944417,3.979167,4374.879069,8.309389688,265,62.4,377,0,0,0
10/7/17,12.22,4.055555565,4374.955458,4.061805,4374.961768,9.138041652,268,65.6,384,0,0,0
10/8/17,12.92,4.072916713,4374.972772,4.1,4375,9.797229982,270,62.7,392,0,0,0
10/9/17,14.10,4.139444411,4375.039381,4.085764,4374.985764,10.65247742,300,59.9,419,0,0,0
10/10/17,13.76,4.172222131,4375.072218,4.1,4375,9.05666468,311,62.5,440,0,0,0
10/11/17,11.97,4.225104187,4375.124986,4.153993,4375.054059,10.44457558,338,65.6,462,0,0,0
10/12/17,13.28,4.2103472,4375.110272,4.2,4375.100098,10.17321343,339,53.4,463,0,0,0
10/13/17,14.40,4.228246475,4375.128203,4.192708,4375.092806,9.21325183,345,43.9,467,0,0,0
10/14/17,12.57,4.244461805,4375.144365,4.250868,4375.150738,9.188183806,345,41.2,471,0,0,0
10/15/17,13.08,4.255833381,4375.155687,4.345139,4375.244905,9.445078875,354,38.2,479,0,0,0
10/16/17,14.13,4.269861155,4375.169718,4.392361,4375.292166,9.837404883,357,39.2,485,0,0,0
10/17/17,13.54,4.258541688,4375.158422,4.317708,4375.217448,8.847902529,352,42.2,484,0,0,0
10/18/17,12.90,4.24656252,4375.146445,4.352952,4375.252725,8.141186341,350,41.7,477,0,0,0
10/19/17,12.90,4.175684172,4375.075626,4.458947,4375.358817,9.000764387,334,43.9,440,0,0,0
10/20/17,14.47,4.318541696,4375.218414,4.361111,4375.260905,10.11536929,384,65.5,510,0.28,0,0
10/21/17,13.28,4.291909772,4375.191761,4.292014,4375.191906,9.663471127,377,53.2,493,0,0,0
10/22/17,13.73,4.275503459,4375.175419,4.3,4375.199707,10.47378981,369,52.2,490,0,0,0
10/23/17,14.95,4.286232664,4375.186109,4.242014,4375.141947,9.460721054,368,58.9,491,0,0,0
10/24/17,13.58,4.267309062,4375.167176,4.185416,4375.085514,8.531079932,359,56.3,484,0,0,0
10/25/17,12.74,4.231423621,4375.131316,4.26059,4375.160422,9.685231382,356,49.9,460,0,0,0
10/26/17,13.79,4.228489589,4375.128386,4.211111,4375.111079,9.422792597,361,48.6,469,0,0,0
10/27/17,13.02,4.339635454,4375.239499,4.336806,4375.236703,9.728290614,389,46.2,518,0,0,0
10/28/17,13.10,4.328854201,4375.228722,4.392361,4375.292166,10.08877253,400,41.5,508,0,0,0
10/29/17,13.29,4.375364589,4375.275261,4.326389,4375.226129,9.779378011,418,43.4,526,0,0,0
10/30/17,14.45,4.38895833,4375.288864,4.572222,4375.472195,8.57530865,423,43.8,535,0,0,0
10/31/17,12.37,4.352031286,4375.251897,4.7,4375.600098,8.703010002,413,43.7,514,0,0,0
11/1/17,13.68,4.280208364,4375.180079,4.69184,4375.591938,7.963626509,398,43.9,487,0,0,0
11/2/17,13.57,4.248645815,4375.148567,4.68368,4375.583778,10.83837613,390,41.7,471,0,0,0
11/3/17,13.46,4.258645855,4375.158526,4.586111,4375.48612,8.480399698,400,40,481,0,0,0
11/4/17,12.33,4.279948008,4375.179757,4.466667,4375.366536,9.8602344,405,39.6,486,0,0,0
11/5/17,13.53,4.236450026,4375.136326,4.586,4375.485986,10.66515768,388,41,464,0,0,0
11/6/17,14.87,4.228177071,4375.128092,4.612673,4375.512709,9.136727327,381,41.2,461,0,0,0
11/7/17,12.74,4.184375053,4375.084223,4.527604,4375.427541,9.14180661,374,40.8,438,0,0,0
11/8/17,13.66,4.242135405,4375.14205,4.60625,4375.506271,8.882252097,386,40.6,468,0,0,0
11/9/17,13.03,4.278906278,4375.17878,4.563715,4375.463687,9.342535808,394,40,479,0,0,0
11/10/17,13.12,4.49420139,4375.394102,4.529167,4375.429097,9.260402234,455,47.6,561,0,0,0
11/11/17,13.23,4.304843771,4375.204725,4.428125,4375.327965,9.388649042,399,44.2,491,0,0,0
11/12/17,13.22,4.277083397,4375.176921,5.226042,4376.126033,9.905221038,386,40.4,477,0,0,0
11/13/17,14.68,4.248125029,4375.147998,6.143576,4377.043488,9.476832344,377,39.4,472,0,0,0
11/14/17,12.40,4.283124971,4375.183057,6.917535,4377.81734,8.911973135,393,46.5,483,0,0,0
11/15/17,13.68,4.402447934,4375.302333,9.301389,4380.201194,8.291498527,430,46.8,532,0.15,0,0
11/16/17,16.74,7.342760471,4378.242661,9.849305,4380.749078,12.78467289,1650,277,1850,0.81,0,0
11/17/17,15.60,8.67321175,4379.573097,8.53993,4379.439828,10.80124631,2010,300,2410,0.01,0,0
11/18/17,13.23,6.830590275,4377.730496,7.052257,4377.952165,10.11181605,1290,123,1440,0,0,0
11/19/17,14.33,6.134774312,4377.03467,6.377951,4377.277746,10.61511202,1020,95.2,1160,0,0,0
11/20/17,14.67,5.934496511,4376.834416,6.707292,4377.607036,9.305991646,956,84.4,1080,0,0,0
11/21/17,14.12,6.610295131,4377.510206,7.361806,4378.261699,8.78462808,1320,85.5,1370,0,0,0
11/22/17,13.10,7.125590245,4378.025526,7.82882,4378.728763,9.378730142,1560,84.6,1590,0,0,0
11/23/17,13.09,7.262274329,4378.162153,8.224653,4379.12447,9.493457596,1620,83.2,1650,0,0,0
11/24/17,13.14,7.25392364,4378.153796,8.35,4379.24977,7.870753289,1610,81.4,1640,0,0,0
11/25/17,12.43,7.205190875,4378.105192,8.33559,4379.235332,8.955509298,1610,77.8,1620,0,0,0
11/26/17,12.96,7.226440939,4378.126378,8.141493,4379.041204,9.110851864,1640,77.9,1640,0.2,0,0
11/27/17,14.71,8.183802476,4379.083692,7.963985,4378.863893,9.50250474,2070,116,2180,0.01,0,0
11/28/17,13.33,8.151996572,4379.051896,7.894445,4378.794379,8.916450519,2030,97.1,2150,0,0,0
11/29/17,13.07,7.809496574,4378.709351,7.790104,4378.690008,9.943500417,1860,83.5,1950,0,0,0
11/30/17,13.41,7.686041668,4378.585943,7.669271,4378.569364,11.73344066,1820,79.4,1880,0,0,0
12/1/17,14.06,7.612916658,4378.512828,7.494444,4378.394443,9.607175031,1770,77.8,1840,0,0,0
12/2/17,13.03,7.362656233,4378.262576,7.471528,4378.371402,9.990115306,1660,75.6,1700,0,0,0
12/3/17,13.67,7.286840323,4378.186696,7.387153,4378.286958,9.749738266,1620,77,1660,0.06,0.3,0
12/4/17,14.49,7.200590263,4378.100508,7.221528,4378.121496,8.975663555,1580,72.6,1610,0,0,0
12/5/17,13.44,7.052222252,4377.952094,7.107639,4378.007646,8.502921599,1500,69.7,1540,0,0,0
12/6/17,13.26,6.57114583,4377.471052,6.630903,4377.53078,8.208880111,1240,67.9,1340,0,0,0
12/7/17,13.44,6.30979175,4377.209608,6.407813,4377.307658,9.246406246,1140,67.1,1240,0,0,0
12/8/17,14.03,6.266684051,4377.166562,6.39132,4377.291116,9.137235817,1120,66.2,1220,0,0,0
12/9/17,13.15,5.93600699,4376.835863,6.071528,4376.971458,10.51100563,964,65.5,1090,0,0,0
12/10/17,13.82,5.596944468,4376.496823,5.799479,4376.699512,10.71230936,830,65.1,965,0,0,0
12/11/17,15.60,5.582725686,4376.482637,5.646875,4376.54693,8.8030095,825,63.4,960,0,0,0
12/12/17,13.07,5.534201422,4376.43407,5.586458,4376.486454,8.489555314,807,62.2,944,0,0,0
12/13/17,13.41,5.245468736,4376.145386,5.258333,4376.158292,8.812507557,679,61.8,844,0,0,0
12/14/17,14.35,4.876800001,4375.776702,4.912348,4375.812224,8.036324931,550,61.4,725,0,0,0
12/15/17,12.73,4.732638889,4375.632541,4.816493,4375.716233,10.81055293,526,60.6,684,0,0,0
12/16/17,13.33,4.705972162,4375.605937,4.860243,4375.760017,9.938669635,515,61.2,677,0.01,0,0
12/17/17,13.80,4.694305566,4375.594198,4.813715,4375.713453,10.51493061,505,58.3,672,0,0,0
12/18/17,14.85,4.679027769,4375.578939,4.8,4375.699707,8.707524626,496,61.3,665,0,0,0
12/19/17,13.50,4.654166619,4375.554118,4.766667,4375.666375,9.795932036,489,62.3,659,0,0,0
12/20/17,13.17,4.621649319,4375.521538,4.727431,4375.627389,8.754647578,492,60.8,650,0.04,0.7,0
12/21/17,13.67,4.575684288,4375.475507,4.624604,4375.524652,9.381713552,471,57.6,631,0,0,0
12/22/17,13.73,4.386927105,4375.286807,4.357118,4375.256904,9.619669885,407,54.2,565,0,0,0
12/23/17,12.71,4.26781253,4375.167684,4.206597,4375.106531,9.717614308,372,56.2,523,0,0,0
12/24/17,13.66,4.21848951,4375.118467,4.160069,4375.060135,9.656828762,354,56.1,504,0,0,0
12/25/17,13.03,4.196718722,4375.09665,4.192708,4375.092806,7.747470418,349,55,495,0,0,0
12/26/17,11.53,4.188819423,4375.088743,4.185416,4375.085514,9.121750913,346,54,490,0,0,0
12/27/17,14.28,4.195729069,4375.095731,4.185416,4375.085514,9.643229181,344,52.9,493,0,0,0
12/28/17,13.34,4.169253434,4375.069195,4.185416,4375.085514,9.358007196,343,51.7,480,0,0,0
12/29/17,13.68,4.196336778,4375.096268,4.192187,4375.092278,9.063354787,348,51,490,0,0,0
12/30/17,12.81,4.164479169,4375.064379,4.2,4375.100098,8.645505118,337,51.3,475,0,0,0
12/31/17,13.00,4.19114576,4375.091123,4.252951,4375.152813,9.421893913,343,51.5,487,0,0,0
1/1/18,13.07,4.195051983,4375.095057,4.35191,4375.251683,9.235957113,344,51.3,487,0,0,0
1/2/18,13.20,4.176406175,4375.076385,4.68316,4375.583029,9.447560828,339,50.9,476,0,0,0
1/3/18,12.72,4.185520676,4375.085584,4.561632,4375.461437,7.602964645,338,50.6,481,0,0,0
1/4/18,11.94,4.203281134,4375.103302,4.579514,4375.479382,7.933883326,326,50.7,488,0.02,0,0
1/5/18,12.59,4.191904613,4375.09196,5.210053,4376.110018,7.81582097,326,58.5,498,0.02,0,0
1/6/18,12.11,4.179999828,4375.080078,5.6,4376.5,8.838703415,514,91.2,718,0.37,0,0
1/7/18,12.90,4.361267263,4375.26127,5.985243,4376.885082,8.479751514,430,66.9,633,0,0,0
1/8/18,12.73,4.351562522,4375.251442,6.568229,4377.468076,7.078494509,358,57.9,535,0.01,0,0
1/9/18,12.60,4.740468808,4375.640312,6.125,4377.024859,7.909667542,516,61.4,667,0.11,0,0
1/10/18,13.11,5.035034753,4375.934906,5.289063,4376.188901,7.054696656,591,54.2,749,0,0,0
1/11/18,12.15,4.999027774,4375.898934,5.059028,4375.958988,7.855252791,593,56.6,744,0,0,0
1/12/18,13.13,5.150468686,4376.050436,5.123264,4376.023312,7.927251178,635,56.6,789,0,0,0
1/13/18,12.13,4.838819476,4375.73869,5.157813,4376.057565,8.505722205,521,56.6,692,0,0,0
1/14/18,13.27,4.706892276,4375.606882,5.417882,4376.317713,8.285958886,472,57.7,653,0,0,0
1/15/18,12.82,4.540711809,4375.44061,5.362674,4376.262451,9.552434085,422,57.1,599,0,0,0
1/16/18,13.93,4.366996518,4375.266909,5.014583,4375.914331,7.312337977,369,55.3,539,0,0,0
1/17/18,13.00,4.326441025,4375.22629,4.857292,4375.757055,6.353808686,360,54.1,523,0,0,0
1/18/18,12.29,4.339079875,4375.238968,4.872396,4375.772191,8.068198572,368,55.3,528,0.01,0,0
1/19/18,12.07,4.500555575,4375.400438,4.746701,4375.646667,8.340445677,422,58.7,587,0,0,0
1/20/18,12.85,4.600833383,4375.500685,4.819618,4375.719537,10.66689852,452,56.3,619,0,0,0
1/21/18,12.83,4.567361196,4375.467177,5.113194,4376.013216,10.92501246,438,54.1,606,0,0,0
1/22/18,14.49,4.555416763,4375.455221,5.062153,4375.962124,8.865686737,431,57,603,0,0,0
1/23/18,12.75,4.554757072,4375.454529,4.978819,4375.878701,8.12554642,435,58.4,602,0,0,0
1/24/18,12.44,4.552638902,4375.452528,5.022222,4375.922155,7.394725985,434,58.5,600,0.11,0,0
1/25/18,12.24,4.591805577,4375.491686,4.65816,4375.558053,9.304667363,420,81.2,613,0.02,0,0
1/26/18,13.50,4.446979078,4375.346972,4.484375,4375.384277,9.044102095,392,61.5,564,0,0,0
1/27/18,11.98,4.405615332,4375.305572,4.5,4375.399902,9.390988259,380,57.6,542,0,0,0
1/28/18,13.38,4.405615332,4375.305572,4.5,4375.399902,9.517956151,366,57.7,526,0,0,0
1/29/18,13.76,4.319294951,4375.219116,4.404914611,4375.304733,8.27343831,357,57.8,515,0,0,0
1/30/18,12.81,4.264947916,4375.164851,4.324305716,4375.224044,8.330194936,347,57.1,492,0,0,0
1/31/18,12.87,4.242065955,4375.141986,4.270139078,4375.169847,6.982165621,334,58.4,482,0,0,0
2/1/18,11.71,4.226354075,4375.12635,4.285069635,4375.184777,7.367318994,339,57.1,477,0,0,0
2/2/18,11.97,4.240208257,4375.140189,4.225347156,4375.125317,9.696426445,341,57.1,481,0,0,0
2/3/18,12.19,4.243958309,4375.143885,4.192708143,4375.092806,12.60420691,342,56.9,482,0,0,0
2/4/18,13.55,4.246649279,4375.146579,4.192708143,4375.092806,11.44809819,340,57.1,483,0,0,0
2/5/18,14.13,4.233124928,4375.133101,4.185416477,4375.085514,8.984634807,337,56.6,476,0,0,0
2/6/18,12.95,4.222343676,4375.122322,4.192708143,4375.092806,7.795950803,339,55.8,470,0,0,0
2/7/18,12.27,4.239079842,4375.139002,4.268750072,4375.168579,8.057254146,344,55.1,478,0,0,0
2/8/18,12.05,4.22765617,4375.127641,4.231597152,4375.131571,8.946389582,340,55.5,472,0,0,0
2/9/18,12.64,4.223888782,4375.123901,4.266493118,4375.166331,9.609129096,340,55.7,470,0,0,0
2/10/18,12.01,4.261718794,4375.161576,4.234548552,4375.134511,10.32146715,351,55.8,488,0,0,0
2/11/18,13.81,4.27343757,4375.173269,4.192708143,4375.092806,9.955056085,350,54.9,492,0,0,0
2/12/18,13.21,4.273211858,4375.17306,4.253125012,4375.153015,8.438323559,351,58.3,491,0.06,1.5,0
2/13/18,13.19,4.233749947,4375.133707,4.146180416,4375.046226,8.492002117,334,57,472,0,0,0
2/14/18,13.09,4.203072839,4375.103054,4.27013882,4375.170112,8.367501508,322,57.2,454,0,0,0
2/15/18,12.27,4.241284662,4375.141249,4.330729328,4375.230466,8.447214147,334,56.5,466,0,0,0
2/16/18,12.78,4.21859366,4375.118589,4.285069635,4375.184777,8.548199991,330,54,456,0,0,0
2/17/18,11.53,4.241076372,4375.140996,4.292534913,4375.192242,9.56568891,337,54.8,467,0,0,0
2/18/18,12.56,4.262295435,4375.162135,4.284697699,4375.184405,9.176206323,337,59.2,477,0.06,0.8,0
2/19/18,12.07,4.261944437,4375.161854,4.276215406,4375.175986,10.42012822,335,58.7,477,0.01,0,0
2/20/18,14.93,4.180451339,4375.080404,4.235243027,4375.135174,10.568161,311,51.5,438,0,0,0
2/21/18,12.94,4.219340227,4375.119295,4.240104213,4375.139959,9.182526609,330,52.1,457,0,0,0
2/22/18,13.52,4.255711817,4375.155602,4.247048628,4375.146934,9.605363865,339,54.2,475,0.03,0.4,0
2/23/18,13.23,4.176076329,4375.07604,4.163888726,4375.063958,9.173729983,305,55.5,436,0,0,0
2/24/18,12.00,4.141215257,4375.041139,4.131423479,4375.031461,10.81820651,298,54.4,421,0,0,0
2/25/18,13.88,4.194895772,4375.094861,4.225694529,4375.12551,10.27471882,311,56.1,447,0,0,0
2/26/18,13.81,4.204722183,4375.104664,4.417187691,4375.316895,7.947603872,315,58.9,452,0.04,1.1,0
2/27/18,12.90,4.196597137,4375.096587,4.315451543,4375.215196,8.345692119,311,57.5,447,0,0,1.2
2/28/18,13.14,4.202881874,4375.102856,4.823090263,4375.723008,8.481388718,315,57.7,451,0,0,0
3/1/18,12.50,4.289861105,4375.18977,5.004861046,4375.90483,7.845709321,346,63.8,489,0.08,0,0
3/2/18,13.15,4.579930618,4375.479769,4.517534698,4375.417462,9.521156397,426,75.3,598,0.38,7.5,2
3/3/18,12.55,4.595902796,4375.495786,4.531770773,4375.431735,10.41704971,423,79.9,604,0.01,0,3.9
3/4/18,13.88,4.632378477,4375.532276,4.725000083,4375.624817,10.40889293,442,76.3,616,0.02,0.5,1.2
3/5/18,15.13,4.540295111,4375.440226,4.754513906,4375.654399,8.858027603,414,70.3,585,0,0,0
3/6/18,12.81,4.553732669,4375.453604,4.743402649,4375.643437,8.319772927,429,67.2,590,0,0,0
3/7/18,12.10,4.537465321,4375.437324,4.691840087,4375.591938,8.091568245,425,66.4,585,0,0,0
3/8/18,12.89,4.529392453,4375.429201,4.773958352,4375.673842,8.565047707,423,67.5,585,0,0,0
3/9/18,11.98,4.606336808,4375.506237,4.972048629,4375.871932,9.465880982,444,72.8,608,0,0,0
3/10/18,12.13,4.595608377,4375.495499,5.28136886,4376.181231,10.4262394,443,68.3,605,0.01,0,0
3/11/18,12.69,4.581684829,4375.48154,5.492028955,4376.391962,10.17943368,436,66.6,600,0,0,0
3/12/18,14.39,4.615086783,4375.515012,5.793750028,4376.693624,7.924057791,448,65.6,611,0,0,0
3/13/18,11.98,4.613368059,4375.513267,5.910590284,4376.810486,6.917436383,465,66.5,616,0.05,0,0
3/14/18,11.67,4.931979162,4375.831886,5.25590272,4376.155864,7.819614991,558,73.1,708,0,0,0
3/15/18,12.51,4.669513834,4375.569472,4.623784598,4375.523815,10.35618124,462,67.7,628,0.18,2.1,0
3/16/18,13.22,4.833559016,4375.733473,4.803993068,4375.703883,11.54209074,478,95.3,684,0.52,9.1,5.1
3/17/18,13.06,4.706874969,4375.606809,5.637326366,4376.537253,10.53631209,440,93.1,641,0.03,0.7,5.1
3/18/18,12.72,4.716024328,4375.615903,6.422048516,4377.322049,10.59022944,460,80.7,645,0,0,3.1
3/19/18,14.55,4.73234367,4375.632328,7.222916534,4378.122954,8.727254473,463,81.5,651,0,0,1.2
3/20/18,13.40,4.707083321,4375.606998,7.613715375,4378.513629,7.792908477,449,85.7,641,0,0,0
3/21/18,13.84,5.472378461,4376.372292,8.213194418,4379.113061,7.702825577,777,134,937,0.23,0,0
3/22/18,14.78,9.887066005,4380.786975,11.09340259,4381.993226,13.36160547,3040,571,3510,0.84,0,0
3/23/18,15.26,10.05251736,4380.952439,9.999305626,4380.899239,14.68044479,2500,444,3200,0,0,0
3/24/18,13.26,8.454826365,4379.354714,8.642361095,4379.54224,11.30175959,2030,198,2310,0,0,0
3/25/18,13.13,8.661128475,4379.560991,8.651388966,4379.551129,11.75171819,2250,157,2440,0,0,0
3/26/18,13.49,8.606944452,4379.506823,8.847395774,4379.747359,14.53804812,2210,141,2400,0,0,0
3/27/18,15.64,8.491927028,4379.391848,8.707812231,4379.607786,11.82274901,2180,132,2340,0,0,0
3/28/18,12.81,8.353993098,4379.253856,8.922048493,4379.821921,8.042820209,2080,126,2260,0,0,0
3/29/18,12.04,8.383975726,4379.283895,9.053125262,4379.953094,8.730627641,2110,122,2290,0,0,0
3/30/18,13.35,8.514965143,4379.414907,9.031597343,4379.93153,8.5213228,2190,118,2370,0,0,0
3/31/18,12.18,8.769409623,4379.669317,9.033159968,4379.933125,8.53180913,2350,116,2530,0,0,0
4/1/18,12.35,8.935093416,4379.835002,9.100000381,4380,9.102976026,2480,115,2650,0,0,0
4/2/18,12.38,9.260975542,4380.160861,11.41170737,4382.311594,8.632599781,2630,116,2850,0,0,0
4/3/18,13.12,10.14544985,4381.045377,15.52028219,4386.420185,9.702413984,3110,117,3470,0,0,0
4/4/18,13.14,10.44288178,4381.342729,17.67708358,4388.577048,7.997950974,3340,119,3680,0,0,0
4/5/18,11.81,10.51250005,4381.412415,17.85399342,4388.753989,8.776251874,3540,127,3750,0,0,0
4/6/18,14.00,10.93315969,4381.833104,17.24253499,4388.142505,7.097335567,4090,146,4120,0.26,0,0
4/7/18,11.65,12.50416668,4383.404087,15.16996519,4386.069912,8.329338714,5060,179,5260,0.11,0,0
4/8/18,13.13,11.93628471,4382.836219,12.49982648,4383.399753,8.967697514,4530,171,4850,0,0,0
4/9/18,12.93,12.04999993,4382.949949,12.60555538,4383.505508,9.587213468,4770,157,4980,0,0,0
4/10/18,13.00,12.375868,4383.275649,12.63454879,4383.534582,8.94464333,5010,153,5190,0,0,0
4/11/18,12.58,12.20208344,4383.101902,12.30329873,4383.203216,8.358989471,4870,152,5040,0.03,0,0
4/12/18,12.34,11.41093759,4382.310923,11.47968738,4382.379729,9.573374846,4230,151,4430,0,0,0
4/13/18,13.98,10.86475685,4381.764596,11.023611,4381.923555,8.694636904,3860,151,4020,0,0,0
4/14/18,11.38,10.34305558,4381.242805,10.5848959,4381.484731,9.585143219,3450,144,3660,0,0,0
4/15/18,12.94,10.33020835,4381.229945,10.52673635,4381.4267,9.686176489,3450,132,3640,0,0,0
4/16/18,13.87,10.28524301,4381.1851,10.51579874,4381.415734,10.47731977,3420,123,3600,0,0,0
4/17/18,13.67,9.895746506,4380.795659,10.19583347,4381.095771,8.275103399,3070,118,3290,0,0,0
4/18/18,12.39,9.18894099,4380.088848,9.524479292,4380.424294,8.599104437,2570,113,2840,0.03,0,0
4/19/18,12.39,8.509045157,4379.408952,8.731076393,4379.631059,8.994052661,2140,108,2450,0.08,0.2,0
4/20/18,13.43,7.850642363,4378.750557,7.98333321,4378.883362,8.617991474,1750,105,2050,0,0,0
4/21/18,11.54,7.391250005,4378.291147,7.484722212,4378.384635,9.829352241,1550,106,1800,0,0,0
4/22/18,13.20,7.418750009,4378.318643,7.437326424,4378.337193,9.947330781,1560,107,1810,0,0,0
4/23/18,13.30,7.066666706,4377.966529,7.224826314,4378.124805,9.132667489,1390,104,1620,0,0,0
4/24/18,12.78,6.887413236,4377.787273,6.930034754,4377.829904,8.702195151,1310,103,1530,0,0,0
4/25/18,12.05,6.657246915,4377.557125,6.713854307,4377.613802,8.710841901,1210,102,1430,0,0,0
4/26/18,12.45,6.525972242,4377.425854,6.440451424,4377.340318,8.052808026,1160,101,1370,0,0,0
4/27/18,12.08,6.647673638,4377.547549,6.584895863,4377.484767,8.118179382,1220,104,1420,0,0,0
4/28/18,12.03,6.549097259,4377.448962,6.456944464,4377.356827,9.909419172,1170,107,1380,0,0,0
4/29/18,12.85,6.333975752,4377.233819,6.28819443,4377.188112,9.711759108,1070,105,1280,0.03,0,0
4/30/18,12.52,6.187795119,4377.087718,6.178472032,4377.078569,9.638674288,1000,105,1220,0,0,0
5/1/18,14.11,6.208020802,4377.107955,6.245659788,4377.145494,18.18212336,1030,101,1230,0,0,0
5/2/18,12.90,6.091267413,4376.991117,6.333507071,4377.23328,12.80271261,985,97.3,1180,0,0,0
5/3/18,14.38,6.100243073,4377.000128,6.278993213,4377.178735,7.899807697,981,95.9,1180,0,0,0
5/4/18,12.68,6.11880208,4377.018708,6.344444571,4377.244217,7.426454784,1010,90.6,1190,0,0,0
5/5/18,10.68,6.140902751,4377.040833,6.266319349,4377.16632,8.846708039,1030,87.6,1190,0,0,0
5/6/18,13.22,6.079461806,4376.979364,6.090972096,4376.991004,9.204733198,995,85.9,1170,0,0,0
5/7/18,13.30,6.190538237,4377.090397,6.223263978,4377.123075,7.167706224,1040,92.2,1210,0,0,0
5/8/18,11.87,6.073767348,4376.973683,6.21059021,4377.110562,7.227584268,983,94.9,1160,0,0,0
5/9/18,11.73,6.144722257,4377.044589,6.577430619,4377.477268,7.998905385,1040,102,1190,0,0,0
