Date,North Influent Flow,Vista Guage Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),North Manhole Level (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
9/25/17,14.52,4.558489601,4375.458374,4.526736,4375.426672,4.08,381,75.3,544,0,0,0
9/26/17,14.47,4.49333338,4375.393188,4.46875,4375.368652,4.00,395,66.8,551,0,0,0
9/27/17,14.32,4.458229182,4375.358116,4.492188,4375.39209,4.51,395,65.7,547,0,0,0
9/28/17,14.33,4.430694395,4375.330648,4.484375,4375.384277,2.79,384,67.6,541,0,0,0
9/29/17,14.49,4.384965309,4375.284836,4.422396,4375.32223,4.11,379,63.3,522,0,0,0
9/30/17,14.88,4.333055612,4375.2329,4.325521,4375.22526,4.27,354,63.8,498,0,0,0
10/1/17,15.14,4.251284714,4375.151195,4.292535,4375.192242,4.36,337,65.8,470,0,0,0
10/2/17,14.75,4.106892393,4375.006762,4.128646,4375.028659,4.00,287,54.9,399,0,0,0
10/3/17,14.45,4.054652845,4374.954507,4.014931,4374.914868,3.87,289,45.1,382,0,0,0
10/4/17,14.40,4.052274355,4374.952126,4.058507,4374.958473,3.44,278,59.2,380,0,0,0
10/5/17,14.25,4.050138937,4374.949992,4.033681,4374.933616,2.55,265,61.3,379,0,0,0
10/6/17,14.05,4.04458341,4374.944417,3.979167,4374.879069,2.55,265,62.4,377,0,0,0
10/7/17,14.51,4.055555565,4374.955458,4.061805,4374.961768,2.86,268,65.6,384,0,0,0
10/8/17,15.07,4.072916713,4374.972772,4.1,4375,3.07,270,62.7,392,0,0,0
10/9/17,14.76,4.139444411,4375.039381,4.085764,4374.985764,2.77,300,59.9,419,0,0,0
10/10/17,14.52,4.172222131,4375.072218,4.1,4375,2.62,311,62.5,440,0,0,0
10/11/17,14.28,4.225104187,4375.124986,4.153993,4375.054059,2.58,338,65.6,462,0,0,0
10/12/17,14.47,4.2103472,4375.110272,4.2,4375.100098,2.53,339,53.4,463,0,0,0
10/13/17,14.35,4.228246475,4375.128203,4.192708,4375.092806,2.51,345,43.9,467,0,0,0
10/14/17,14.75,4.244461805,4375.144365,4.250868,4375.150738,2.80,345,41.2,471,0,0,0
10/15/17,15.28,4.255833381,4375.155687,4.345139,4375.244905,3.07,354,38.2,479,0,0,0
10/16/17,14.41,4.269861155,4375.169718,4.392361,4375.292166,2.60,357,39.2,485,0,0,0
10/17/17,14.10,4.258541688,4375.158422,4.317708,4375.217448,2.81,352,42.2,484,0,0,0
10/18/17,14.05,4.24656252,4375.146445,4.352952,4375.252725,2.52,350,41.7,477,0,0,0
10/19/17,14.16,4.175684172,4375.075626,4.458947,4375.358817,2.55,334,43.9,440,0,0,0
10/20/17,14.78,4.318541696,4375.218414,4.361111,4375.260905,2.55,384,65.5,510,0.28,0,0
10/21/17,14.91,4.291909772,4375.191761,4.292014,4375.191906,2.88,377,53.2,493,0,0,0
10/22/17,15.04,4.275503459,4375.175419,4.3,4375.199707,3.03,369,52.2,490,0,0,0
10/23/17,14.29,4.286232664,4375.186109,4.242014,4375.141947,2.62,368,58.9,491,0,0,0
10/24/17,13.82,4.267309062,4375.167176,4.185416,4375.085514,2.53,359,56.3,484,0,0,0
10/25/17,13.95,4.231423621,4375.131316,4.26059,4375.160422,2.54,356,49.9,460,0,0,0
10/26/17,13.77,4.228489589,4375.128386,4.211111,4375.111079,2.46,361,48.6,469,0,0,0
10/27/17,13.83,4.339635454,4375.239499,4.336806,4375.236703,2.58,389,46.2,518,0,0,0
10/28/17,14.18,4.328854201,4375.228722,4.392361,4375.292166,2.77,400,41.5,508,0,0,0
10/29/17,14.70,4.375364589,4375.275261,4.326389,4375.226129,2.99,418,43.4,526,0,0,0
10/30/17,14.17,4.38895833,4375.288864,4.572222,4375.472195,2.58,423,43.8,535,0,0,0
10/31/17,13.70,4.352031286,4375.251897,4.7,4375.600098,2.31,413,43.7,514,0,0,0
11/1/17,14.03,4.280208364,4375.180079,4.69184,4375.591938,2.49,398,43.9,487,0,0,0
11/2/17,14.14,4.248645815,4375.148567,4.68368,4375.583778,3.63,390,41.7,471,0,0,0
11/3/17,13.75,4.258645855,4375.158526,4.586111,4375.48612,2.37,400,40,481,0,0,0
11/4/17,14.49,4.279948008,4375.179757,4.466667,4375.366536,2.83,405,39.6,486,0,0,0
11/5/17,14.96,4.236450026,4375.136326,4.586,4375.485986,3.02,388,41,464,0,0,0
11/6/17,14.35,4.228177071,4375.128092,4.612673,4375.512709,2.55,381,41.2,461,0,0,0
11/7/17,14.26,4.184375053,4375.084223,4.527604,4375.427541,2.49,374,40.8,438,0,0,0
11/8/17,14.07,4.242135405,4375.14205,4.60625,4375.506271,2.55,386,40.6,468,0,0,0
11/9/17,13.67,4.278906278,4375.17878,4.563715,4375.463687,2.36,394,40,479,0,0,0
11/10/17,14.14,4.49420139,4375.394102,4.529167,4375.429097,2.75,455,47.6,561,0,0,0
11/11/17,14.65,4.304843771,4375.204725,4.428125,4375.327965,2.84,399,44.2,491,0,0,0
11/12/17,14.95,4.277083397,4375.176921,5.226042,4376.126033,3.04,386,40.4,477,0,0,0
11/13/17,14.07,4.248125029,4375.147998,6.143576,4377.043488,2.68,377,39.4,472,0,0,0
11/14/17,13.70,4.283124971,4375.183057,6.917535,4377.81734,2.43,393,46.5,483,0,0,0
11/15/17,13.81,4.402447934,4375.302333,9.301389,4380.201194,2.41,430,46.8,532,0.15,0,0
11/16/17,15.09,7.342760471,4378.242661,9.849305,4380.749078,7.84,1650,277,1850,0.81,0,0
11/17/17,16.26,8.67321175,4379.573097,8.53993,4379.439828,3.71,2010,300,2410,0.01,0,0
11/18/17,15.22,6.830590275,4377.730496,7.052257,4377.952165,2.96,1290,123,1440,0,0,0
11/19/17,15.52,6.134774312,4377.03467,6.377951,4377.277746,3.14,1020,95.2,1160,0,0,0
11/20/17,14.28,5.934496511,4376.834416,6.707292,4377.607036,2.65,956,84.4,1080,0,0,0
11/21/17,14.00,6.610295131,4377.510206,7.361806,4378.261699,3.53,1320,85.5,1370,0,0,0
11/22/17,14.20,7.125590245,4378.025526,7.82882,4378.728763,4.77,1560,84.6,1590,0,0,0
11/23/17,14.39,7.262274329,4378.162153,8.224653,4379.12447,3.05,1620,83.2,1650,0,0,0
11/24/17,13.25,7.25392364,4378.153796,8.35,4379.24977,2.44,1610,81.4,1640,0,0,0
11/25/17,14.04,7.205190875,4378.105192,8.33559,4379.235332,2.74,1610,77.8,1620,0,0,0
11/26/17,14.55,7.226440939,4378.126378,8.141493,4379.041204,2.98,1640,77.9,1640,0.2,0,0
11/27/17,14.41,8.183802476,4379.083692,7.963985,4378.863893,2.57,2070,116,2180,0.01,0,0
11/28/17,14.16,8.151996572,4379.051896,7.894445,4378.794379,2.46,2030,97.1,2150,0,0,0
11/29/17,14.23,7.809496574,4378.709351,7.790104,4378.690008,3.09,1860,83.5,1950,0,0,0
11/30/17,14.16,7.686041668,4378.585943,7.669271,4378.569364,4.03,1820,79.4,1880,0,0,0
12/1/17,14.04,7.612916658,4378.512828,7.494444,4378.394443,2.41,1770,77.8,1840,0,0,0
12/2/17,14.41,7.362656233,4378.262576,7.471528,4378.371402,2.81,1660,75.6,1700,0,0,0
12/3/17,15.08,7.286840323,4378.186696,7.387153,4378.286958,2.99,1620,77,1660,0.06,0.3,0
12/4/17,14.74,7.200590263,4378.100508,7.221528,4378.121496,2.54,1580,72.6,1610,0,0,0
12/5/17,14.43,7.052222252,4377.952094,7.107639,4378.007646,2.67,1500,69.7,1540,0,0,0
12/6/17,14.32,6.57114583,4377.471052,6.630903,4377.53078,2.38,1240,67.9,1340,0,0,0
12/7/17,14.25,6.30979175,4377.209608,6.407813,4377.307658,2.38,1140,67.1,1240,0,0,0
12/8/17,14.12,6.266684051,4377.166562,6.39132,4377.291116,2.26,1120,66.2,1220,0,0,0
12/9/17,14.74,5.93600699,4376.835863,6.071528,4376.971458,2.72,964,65.5,1090,0,0,0
12/10/17,15.23,5.596944468,4376.496823,5.799479,4376.699512,2.94,830,65.1,965,0,0,0
12/11/17,14.55,5.582725686,4376.482637,5.646875,4376.54693,2.45,825,63.4,960,0,0,0
12/12/17,14.27,5.534201422,4376.43407,5.586458,4376.486454,2.64,807,62.2,944,0,0,0
12/13/17,14.39,5.245468736,4376.145386,5.258333,4376.158292,2.39,679,61.8,844,0,0,0
12/14/17,14.08,4.876800001,4375.776702,4.912348,4375.812224,2.36,550,61.4,725,0,0,0
12/15/17,14.35,4.732638889,4375.632541,4.816493,4375.716233,3.96,526,60.6,684,0,0,0
12/16/17,14.82,4.705972162,4375.605937,4.860243,4375.760017,3.12,515,61.2,677,0.01,0,0
12/17/17,15.21,4.694305566,4375.594198,4.813715,4375.713453,2.95,505,58.3,672,0,0,0
12/18/17,14.34,4.679027769,4375.578939,4.8,4375.699707,2.48,496,61.3,665,0,0,0
12/19/17,13.08,4.654166619,4375.554118,4.766667,4375.666375,2.49,489,62.3,659,0,0,0
12/20/17,13.90,4.621649319,4375.521538,4.727431,4375.627389,2.32,492,60.8,650,0.04,0.7,0
12/21/17,14.11,4.575684288,4375.475507,4.624604,4375.524652,2.27,471,57.6,631,0,0,0
12/22/17,14.22,4.386927105,4375.286807,4.357118,4375.256904,2.43,407,54.2,565,0,0,0
12/23/17,13.95,4.26781253,4375.167684,4.206597,4375.106531,2.69,372,56.2,523,0,0,0
12/24/17,14.58,4.21848951,4375.118467,4.160069,4375.060135,2.80,354,56.1,504,0,0,0
12/25/17,13.62,4.196718722,4375.09665,4.192708,4375.092806,2.40,349,55,495,0,0,0
12/26/17,14.48,4.188819423,4375.088743,4.185416,4375.085514,2.71,346,54,490,0,0,0
12/27/17,14.58,4.195729069,4375.095731,4.185416,4375.085514,2.69,344,52.9,493,0,0,0
12/28/17,14.59,4.169253434,4375.069195,4.185416,4375.085514,2.67,343,51.7,480,0,0,0
12/29/17,14.38,4.196336778,4375.096268,4.192187,4375.092278,2.63,348,51,490,0,0,0
12/30/17,14.21,4.164479169,4375.064379,4.2,4375.100098,2.76,337,51.3,475,0,0,0
12/31/17,14.72,4.19114576,4375.091123,4.252951,4375.152813,2.95,343,51.5,487,0,0,0
1/1/18,14.02,4.195051983,4375.095057,4.35191,4375.251683,2.69,344,51.3,487,0,0,0
1/2/18,13.86,4.176406175,4375.076385,4.68316,4375.583029,2.48,339,50.9,476,0,0,0
1/3/18,13.55,4.185520676,4375.085584,4.561632,4375.461437,2.38,338,50.6,481,0,0,0
1/4/18,13.59,4.203281134,4375.103302,4.579514,4375.479382,2.39,326,50.7,488,0.02,0,0
1/5/18,13.39,4.191904613,4375.09196,5.210053,4376.110018,2.29,326,58.5,498,0.02,0,0
1/6/18,14.87,4.179999828,4375.080078,5.6,4376.5,2.73,514,91.2,718,0.37,0,0
1/7/18,14.44,4.361267263,4375.26127,5.985243,4376.885082,2.78,430,66.9,633,0,0,0
1/8/18,13.74,4.351562522,4375.251442,6.568229,4377.468076,2.44,358,57.9,535,0.01,0,0
1/9/18,13.60,4.740468808,4375.640312,6.125,4377.024859,2.36,516,61.4,667,0.11,0,0
1/10/18,13.42,5.035034753,4375.934906,5.289063,4376.188901,2.31,591,54.2,749,0,0,0
1/11/18,13.45,4.999027774,4375.898934,5.059028,4375.958988,2.31,593,56.6,744,0,0,0
1/12/18,13.27,5.150468686,4376.050436,5.123264,4376.023312,2.25,635,56.6,789,0,0,0
1/13/18,13.72,4.838819476,4375.73869,5.157813,4376.057565,2.63,521,56.6,692,0,0,0
1/14/18,13.15,4.706892276,4375.606882,5.417882,4376.317713,2.78,472,57.7,653,0,0,0
1/15/18,14.38,4.540711809,4375.44061,5.362674,4376.262451,2.75,422,57.1,599,0,0,0
1/16/18,13.52,4.366996518,4375.266909,5.014583,4375.914331,2.38,369,55.3,539,0,0,0
1/17/18,13.57,4.326441025,4375.22629,4.857292,4375.757055,2.36,360,54.1,523,0,0,0
1/18/18,13.14,4.339079875,4375.238968,4.872396,4375.772191,2.26,368,55.3,528,0.01,0,0
1/19/18,13.40,4.500555575,4375.400438,4.746701,4375.646667,2.21,422,58.7,587,0,0,0
1/20/18,14.33,4.600833383,4375.500685,4.819618,4375.719537,2.74,452,56.3,619,0,0,0
1/21/18,14.78,4.567361196,4375.467177,5.113194,4376.013216,2.92,438,54.1,606,0,0,0
1/22/18,13.87,4.555416763,4375.455221,5.062153,4375.962124,2.47,431,57,603,0,0,0
1/23/18,13.75,4.554757072,4375.454529,4.978819,4375.878701,2.38,435,58.4,602,0,0,0
1/24/18,13.48,4.552638902,4375.452528,5.022222,4375.922155,2.34,434,58.5,600,0.11,0,0
1/25/18,13.74,4.591805577,4375.491686,4.65816,4375.558053,2.31,420,81.2,613,0.02,0,0
1/26/18,13.60,4.446979078,4375.346972,4.484375,4375.384277,2.30,392,61.5,564,0,0,0
1/27/18,14.04,4.405615332,4375.305572,4.5,4375.399902,2.77,380,57.6,542,0,0,0
1/28/18,14.44,4.405615332,4375.305572,4.5,4375.399902,2.95,366,57.7,526,0,0,0
1/29/18,13.72,4.319294951,4375.219116,4.404914611,4375.304733,2.50,357,57.8,515,0,0,0
1/30/18,13.29,4.264947916,4375.164851,4.324305716,4375.224044,2.41,347,57.1,492,0,0,0
1/31/18,13.29,4.242065955,4375.141986,4.270139078,4375.169847,2.36,334,58.4,482,0,0,0
2/1/18,13.00,4.226354075,4375.12635,4.285069635,4375.184777,2.29,339,57.1,477,0,0,0
2/2/18,13.19,4.240208257,4375.140189,4.225347156,4375.125317,2.31,341,57.1,481,0,0,0
2/3/18,13.92,4.243958309,4375.143885,4.192708143,4375.092806,3.23,342,56.9,482,0,0,0
2/4/18,14.42,4.246649279,4375.146579,4.192708143,4375.092806,2.97,340,57.1,483,0,0,0
2/5/18,13.68,4.233124928,4375.133101,4.185416477,4375.085514,2.48,337,56.6,476,0,0,0
2/6/18,13.27,4.222343676,4375.122322,4.192708143,4375.092806,2.38,339,55.8,470,0,0,0
2/7/18,13.18,4.239079842,4375.139002,4.268750072,4375.168579,2.31,344,55.1,478,0,0,0
2/8/18,13.09,4.22765617,4375.127641,4.231597152,4375.131571,2.30,340,55.5,472,0,0,0
2/9/18,13.07,4.223888782,4375.123901,4.266493118,4375.166331,2.27,340,55.7,470,0,0,0
2/10/18,13.99,4.261718794,4375.161576,4.234548552,4375.134511,2.76,351,55.8,488,0,0,0
2/11/18,14.37,4.27343757,4375.173269,4.192708143,4375.092806,4.94,350,54.9,492,0,0,0
2/12/18,13.40,4.273211858,4375.17306,4.253125012,4375.153015,2.40,351,58.3,491,0.06,1.5,0
2/13/18,13.46,4.233749947,4375.133707,4.146180416,4375.046226,2.44,334,57,472,0,0,0
2/14/18,13.25,4.203072839,4375.103054,4.27013882,4375.170112,2.38,322,57.2,454,0,0,0
2/15/18,13.05,4.241284662,4375.141249,4.330729328,4375.230466,2.31,334,56.5,466,0,0,0
2/16/18,13.15,4.21859366,4375.118589,4.285069635,4375.184777,2.35,330,54,456,0,0,0
2/17/18,13.78,4.241076372,4375.140996,4.292534913,4375.192242,2.81,337,54.8,467,0,0,0
2/18/18,14.16,4.262295435,4375.162135,4.284697699,4375.184405,2.87,337,59.2,477,0.06,0.8,0
2/19/18,14.52,4.261944437,4375.161854,4.276215406,4375.175986,2.96,335,58.7,477,0.01,0,0
2/20/18,13.98,4.180451339,4375.080404,4.235243027,4375.135174,4.19,311,51.5,438,0,0,0
2/21/18,14.21,4.219340227,4375.119295,4.240104213,4375.139959,3.97,330,52.1,457,0,0,0
2/22/18,13.67,4.255711817,4375.155602,4.247048628,4375.146934,3.75,339,54.2,475,0.03,0.4,0
2/23/18,13.82,4.176076329,4375.07604,4.163888726,4375.063958,4.17,305,55.5,436,0,0,0
2/24/18,14.73,4.141215257,4375.041139,4.131423479,4375.031461,5.54,298,54.4,421,0,0,0
2/25/18,14.78,4.194895772,4375.094861,4.225694529,4375.12551,4.46,311,56.1,447,0,0,0
2/26/18,13.69,4.204722183,4375.104664,4.417187691,4375.316895,3.80,315,58.9,452,0.04,1.1,0
2/27/18,13.78,4.196597137,4375.096587,4.315451543,4375.215196,4.18,311,57.5,447,0,0,1.2
2/28/18,13.57,4.202881874,4375.102856,4.823090263,4375.723008,4.33,315,57.7,451,0,0,0
3/1/18,13.11,4.289861105,4375.18977,5.004861046,4375.90483,3.42,346,63.8,489,0.08,0,0
3/2/18,13.50,4.579930618,4375.479769,4.517534698,4375.417462,4.27,426,75.3,598,0.38,7.5,2
3/3/18,14.19,4.595902796,4375.495786,4.531770773,4375.431735,4.16,423,79.9,604,0.01,0,3.9
3/4/18,14.40,4.632378477,4375.532276,4.725000083,4375.624817,3.29,442,76.3,616,0.02,0.5,1.2
3/5/18,13.72,4.540295111,4375.440226,4.754513906,4375.654399,2.76,414,70.3,585,0,0,0
3/6/18,13.17,4.553732669,4375.453604,4.743402649,4375.643437,2.42,429,67.2,590,0,0,0
3/7/18,13.11,4.537465321,4375.437324,4.691840087,4375.591938,2.41,425,66.4,585,0,0,0
3/8/18,13.06,4.529392453,4375.429201,4.773958352,4375.673842,2.32,423,67.5,585,0,0,0
3/9/18,13.14,4.606336808,4375.506237,4.972048629,4375.871932,2.30,444,72.8,608,0,0,0
3/10/18,14.03,4.595608377,4375.495499,5.28136886,4376.181231,3.23,443,68.3,605,0.01,0,0
3/11/18,14.26,4.581684829,4375.48154,5.492028955,4376.391962,3.17,436,66.6,600,0,0,0
3/12/18,13.53,4.615086783,4375.515012,5.793750028,4376.693624,2.47,448,65.6,611,0,0,0
3/13/18,13.17,4.613368059,4375.513267,5.910590284,4376.810486,2.27,465,66.5,616,0.05,0,0
3/14/18,13.33,4.931979162,4375.831886,5.25590272,4376.155864,2.31,558,73.1,708,0,0,0
3/15/18,13.31,4.669513834,4375.569472,4.623784598,4375.523815,2.26,462,67.7,628,0.18,2.1,0
3/16/18,14.27,4.833559016,4375.733473,4.803993068,4375.703883,2.79,478,95.3,684,0.52,9.1,5.1
3/17/18,14.05,4.706874969,4375.606809,5.637326366,4376.537253,3.33,440,93.1,641,0.03,0.7,5.1
3/18/18,14.49,4.716024328,4375.615903,6.422048516,4377.322049,3.41,460,80.7,645,0,0,3.1
3/19/18,13.67,4.73234367,4375.632328,7.222916534,4378.122954,2.53,463,81.5,651,0,0,1.2
3/20/18,13.19,4.707083321,4375.606998,7.613715375,4378.513629,2.35,449,85.7,641,0,0,0
3/21/18,13.85,5.472378461,4376.372292,8.213194418,4379.113061,2.52,777,134,937,0.23,0,0
3/22/18,15.95,9.887066005,4380.786975,11.09340259,4381.993226,5.72,3040,571,3510,0.84,0,0
3/23/18,16.04,10.05251736,4380.952439,9.999305626,4380.899239,4.80,2500,444,3200,0,0,0
3/24/18,14.64,8.454826365,4379.354714,8.642361095,4379.54224,3.19,2030,198,2310,0,0,0
3/25/18,15.04,8.661128475,4379.560991,8.651388966,4379.551129,4.17,2250,157,2440,0,0,0
3/26/18,14.28,8.606944452,4379.506823,8.847395774,4379.747359,4.18,2210,141,2400,0,0,0
3/27/18,14.22,8.491927028,4379.391848,8.707812231,4379.607786,8.07,2180,132,2340,0,0,0
3/28/18,14.38,8.353993098,4379.253856,8.922048493,4379.821921,3.66,2080,126,2260,0,0,0
3/29/18,13.80,8.383975726,4379.283895,9.053125262,4379.953094,2.62,2110,122,2290,0,0,0
3/30/18,13.88,8.514965143,4379.414907,9.031597343,4379.93153,2.71,2190,118,2370,0,0,0
3/31/18,14.35,8.769409623,4379.669317,9.033159968,4379.933125,3.00,2350,116,2530,0,0,0
4/1/18,14.55,8.935093416,4379.835002,9.100000381,4380,3.05,2480,115,2650,0,0,0
4/2/18,13.89,9.260975542,4380.160861,11.41170737,4382.311594,2.78,2630,116,2850,0,0,0
4/3/18,13.88,10.14544985,4381.045377,15.52028219,4386.420185,2.71,3110,117,3470,0,0,0
4/4/18,13.88,10.44288178,4381.342729,17.67708358,4388.577048,2.71,3340,119,3680,0,0,0
4/5/18,13.88,10.51250005,4381.412415,17.85399342,4388.753989,2.70,3540,127,3750,0,0,0
4/6/18,14.74,10.93315969,4381.833104,17.24253499,4388.142505,3.00,4090,146,4120,0.26,0,0
4/7/18,15.59,12.50416668,4383.404087,15.16996519,4386.069912,3.28,5060,179,5260,0.11,0,0
4/8/18,15.22,11.93628471,4382.836219,12.49982648,4383.399753,3.24,4530,171,4850,0,0,0
4/9/18,14.54,12.04999993,4382.949949,12.60555538,4383.505508,2.92,4770,157,4980,0,0,0
4/10/18,14.00,12.375868,4383.275649,12.63454879,4383.534582,2.71,5010,153,5190,0,0,0
4/11/18,14.22,12.20208344,4383.101902,12.30329873,4383.203216,2.76,4870,152,5040,0.03,0,0
4/12/18,14.63,11.41093759,4382.310923,11.47968738,4382.379729,2.68,4230,151,4430,0,0,0
4/13/18,14.28,10.86475685,4381.764596,11.023611,4381.923555,2.68,3860,151,4020,0,0,0
4/14/18,14.71,10.34305558,4381.242805,10.5848959,4381.484731,3.00,3450,144,3660,0,0,0
4/15/18,14.92,10.33020835,4381.229945,10.52673635,4381.4267,3.17,3450,132,3640,0,0,0
4/16/18,14.83,10.28524301,4381.1851,10.51579874,4381.415734,2.83,3420,123,3600,0,0,0
4/17/18,14.46,9.895746506,4380.795659,10.19583347,4381.095771,2.71,3070,118,3290,0,0,0
4/18/18,14.48,9.18894099,4380.088848,9.524479292,4380.424294,2.65,2570,113,2840,0.03,0,0
4/19/18,14.43,8.509045157,4379.408952,8.731076393,4379.631059,2.64,2140,108,2450,0.08,0.2,0
4/20/18,14.02,7.850642363,4378.750557,7.98333321,4378.883362,2.67,1750,105,2050,0,0,0
4/21/18,14.51,7.391250005,4378.291147,7.484722212,4378.384635,3.79,1550,106,1800,0,0,0
4/22/18,14.77,7.418750009,4378.318643,7.437326424,4378.337193,6.34,1560,107,1810,0,0,0
4/23/18,14.95,7.066666706,4377.966529,7.224826314,4378.124805,5.94,1390,104,1620,0,0,0
4/24/18,14.48,6.887413236,4377.787273,6.930034754,4377.829904,4.97,1310,103,1530,0,0,0
4/25/18,14.18,6.657246915,4377.557125,6.713854307,4377.613802,2.67,1210,102,1430,0,0,0
4/26/18,13.80,6.525972242,4377.425854,6.440451424,4377.340318,2.66,1160,101,1370,0,0,0
4/27/18,14.06,6.647673638,4377.547549,6.584895863,4377.484767,2.79,1220,104,1420,0,0,0
4/28/18,14.39,6.549097259,4377.448962,6.456944464,4377.356827,2.83,1170,107,1380,0,0,0
4/29/18,14.97,6.333975752,4377.233819,6.28819443,4377.188112,2.97,1070,105,1280,0.03,0,0
4/30/18,15.03,6.187795119,4377.087718,6.178472032,4377.078569,2.64,1000,105,1220,0,0,0
5/1/18,14.51,6.208020802,4377.107955,6.245659788,4377.145494,2.68,1030,101,1230,0,0,0
5/2/18,15.63,6.091267413,4376.991117,6.333507071,4377.23328,5.20,985,97.3,1180,0,0,0
5/3/18,13.99,6.100243073,4377.000128,6.278993213,4377.178735,4.68,981,95.9,1180,0,0,0
5/4/18,13.27,6.11880208,4377.018708,6.344444571,4377.244217,2.58,1010,90.6,1190,0,0,0
5/5/18,14.13,6.140902751,4377.040833,6.266319349,4377.16632,2.96,1030,87.6,1190,0,0,0
5/6/18,14.47,6.079461806,4376.979364,6.090972096,4376.991004,3.06,995,85.9,1170,0,0,0
5/7/18,13.92,6.190538237,4377.090397,6.223263978,4377.123075,2.69,1040,92.2,1210,0,0,0
5/8/18,13.79,6.073767348,4376.973683,6.21059021,4377.110562,2.64,983,94.9,1160,0,0,0
5/9/18,13.83,6.144722257,4377.044589,6.577430619,4377.477268,2.63,1040,102,1190,0,0,0
5/10/18,13.83,6.247743052,4377.147649,6.399999979,4377.299924,2.63,1020,118,1210,0,0,0
5/11/18,14.04,6.148958342,4377.048852,6.375347157,4377.275316,2.68,970,117,1160,0,0,0
5/12/18,14.60,5.98897567,4376.888903,6.424132006,4377.323971,3.52,895,115,1100,0.09,0,0
5/13/18,14.74,6.062968816,4376.962803,6.400000095,4377.299805,3.66,909,125,1130,0.17,0,0
5/14/18,14.54,6.427638888,4377.327543,6.388888984,4377.288694,2.91,1050,146,1280,0,0,0
5/15/18,14.08,6.289253484,4377.189144,6.531944414,4377.431878,2.72,1000,132,1210,0,0,0
5/16/18,15.51,6.444062504,4377.343961,6.577083238,4377.477083,4.51,1040,175,1300,0.35,0,0
5/17/18,15.01,6.414027765,4377.313944,6.330208177,4377.230271,7.03,936,209,1250,0.09,0,0
5/18/18,14.50,5.953339662,4376.853275,5.929007679,4376.828863,2.68,827,156,1090,0,0,0
5/19/18,15.20,5.97604163,4376.875982,6.047569389,4376.947528,2.98,849,140,1100,0.06,0,0
5/20/18,15.62,5.943854164,4376.843759,6.047916601,4376.947886,3.10,838,135,1080,0,0,0
5/21/18,14.90,5.830937522,4376.730817,6.334201389,4377.234104,2.79,803,133,1040,0.06,0,0
5/22/18,14.62,5.751493056,4376.651395,6.612152649,4377.512187,2.67,784,135,1010,0,0,0
5/23/18,14.65,5.731510419,4376.63141,6.829166661,4377.729075,2.74,776,134,1000,0,0,0
5/24/18,14.92,5.861909728,4376.761806,7.421354071,4378.321354,3.79,838,140,1060,0.31,0,0
5/25/18,19.25,7.479756935,4378.379674,7.555381879,4378.455351,9.00,1360,330,1820,0.69,0,0
5/26/18,15.93,7.050329867,4377.950227,7.083333361,4377.983207,3.58,1220,220,1510,0,0,0
5/27/18,15.33,6.413906234,4377.313825,6.317534658,4377.217503,3.97,1030,161,1240,0,0,0
5/28/18,16.03,6.008680535,4376.908604,5.985590282,4376.885489,3.83,909,148,1110,0,0,0
5/29/18,15.54,5.678246514,4376.578163,5.773090226,4376.673046,3.06,798,142,997,0.02,0,0
5/30/18,14.87,5.613142351,4376.513055,5.54322911,4376.44319,4.29,741,138,929,0,0,0
5/31/18,15.48,5.446545151,4376.346435,5.315972231,4376.215866,3.58,688,133,868,0,0,0
6/1/18,14.86,5.301145846,4376.201035,5.11024297,4376.010233,2.63,679,123,818,0,0,0
6/2/18,15.01,5.190086747,4376.090049,5.024305532,4375.924232,3.42,640,116,783,0,0,0
6/3/18,15.44,5.106407103,4376.006285,4.880531062,4375.780343,3.16,617,114,757,0,0,0
6/4/18,14.87,5.026701411,4375.926581,4.810590342,4375.710427,2.81,608,107,729,0,0,0
6/5/18,13.56,4.733923607,4375.63383,4.547048544,4375.44702,3.14,514,97.9,642,0,0,0
6/6/18,13.50,4.596302098,4375.49619,4.443750031,4375.34362,3.10,474,94.7,599,0,0,0
6/7/18,14.30,4.508611097,4375.408528,4.384722317,4375.284527,2.50,436,94.3,570,0,0,0
6/8/18,14.55,4.387673607,4375.28758,4.384722317,4375.284527,2.38,396,93.2,524,0,0,0
6/9/18,14.78,4.35911458,4375.25902,4.383333445,4375.283122,2.56,400,94.4,514,0,0,0
6/10/18,15.13,4.383871511,4375.283791,4.31545155,4375.215189,2.73,404,97.2,526,0,0,0
6/11/18,14.79,4.347829892,4375.2477,4.336458482,4375.236209,2.49,350,94.9,507,0,0,0
6/12/18,14.54,4.235225671,4375.135152,4.279166778,4375.178955,2.43,313,93.6,459,0,0,0
6/13/18,14.51,4.130694438,4375.030603,4.152256786,4375.052322,2.44,278,88.4,409,0,0,0
6/14/18,14.52,4.095312527,4374.995187,4.062152699,4374.962136,2.43,277,84.7,396,0,0,0
6/15/18,14.56,4.095416698,4374.995287,4.0557291,4374.955699,2.43,262,89.8,393,0,0,0
6/16/18,14.54,4.214756931,4375.114673,4.174999975,4375.074927,2.62,301,95.1,453,0,0,0
6/17/18,15.14,4.291753478,4375.19165,4.264236052,4375.164199,2.64,308,108,488,0.1,0,0
